year,statefip,incwage,rentgrs,foodstmp,age,sex,marst,race,hispan,labforce,school
2007,alabama,999999,0,no,13,female,never married/single,white,not hispanic,n/a,"yes, in school"
2007,connecticut,0,0,no,33,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,louisiana,8700,410,yes,55,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,illinois,33700,0,no,47,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,new york,999999,0,no,1,male,never married/single,white,not hispanic,n/a,n/a
2007,utah,999999,0,no,14,male,never married/single,white,not hispanic,n/a,"yes, in school"
2007,south carolina,10000,0,no,22,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2007,iowa,7900,0,yes,79,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,georgia,0,790,yes,29,female,divorced,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2007,california,999999,0,no,6,female,never married/single,white,mexican,n/a,"yes, in school"
2007,texas,50000,0,no,35,male,"married, spouse present",two major races,mexican,"yes, in the labor force","no, not in school"
2007,utah,0,0,no,48,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2007,utah,999999,913,no,7,male,never married/single,white,not hispanic,n/a,"yes, in school"
2007,alabama,0,0,no,22,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2007,michigan,0,0,no,73,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2007,illinois,0,0,no,30,female,"married, spouse present","other race, nec",mexican,"no, not in the labor force","no, not in school"
2007,missouri,2700,0,no,18,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2007,tennessee,4000,0,no,39,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,texas,32000,740,no,26,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2007,south carolina,26000,0,no,49,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,arizona,0,0,yes,80,female,widowed,white,mexican,"no, not in the labor force","no, not in school"
2007,north carolina,33000,0,no,65,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,illinois,3200,640,yes,22,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,west virginia,23000,400,no,37,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2007,kentucky,0,0,no,93,female,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2007,ohio,0,333,yes,16,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2007,georgia,35000,0,no,43,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,connecticut,5000,0,no,17,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2007,louisiana,0,0,no,87,male,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2007,maryland,55000,0,no,37,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,virginia,116000,0,no,62,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,georgia,18000,0,no,44,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,florida,23300,1593,no,46,male,"married, spouse present","other race, nec",mexican,"yes, in the labor force","no, not in school"
2007,virginia,999999,1125,yes,2,female,never married/single,two major races,not hispanic,n/a,n/a
2007,florida,0,0,no,65,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,minnesota,55000,0,no,53,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,north carolina,0,0,no,49,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,florida,45000,0,no,32,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,georgia,101000,0,no,68,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,florida,4000,850,no,37,male,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2007,new york,7200,0,no,21,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2007,georgia,20000,913,no,30,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,nevada,0,0,no,70,female,widowed,white,mexican,"no, not in the labor force","no, not in school"
2007,california,30000,0,no,39,female,"married, spouse present",chinese,not hispanic,"yes, in the labor force","no, not in school"
2007,pennsylvania,999999,0,no,14,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2007,minnesota,999999,0,no,13,female,never married/single,white,not hispanic,n/a,"yes, in school"
2007,florida,0,0,no,77,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2007,pennsylvania,0,0,no,48,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,georgia,0,0,no,62,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2007,michigan,999999,0,no,12,male,never married/single,white,not hispanic,n/a,"yes, in school"
2007,washington,62000,0,no,36,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,tennessee,95000,0,no,44,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2007,maryland,453000,0,no,42,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,montana,0,0,no,59,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,missouri,25700,0,no,61,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2007,michigan,63000,0,no,42,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,kentucky,1500,0,no,16,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2007,illinois,52000,0,yes,30,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,california,0,240,no,86,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2007,maryland,70000,0,no,47,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,michigan,46700,0,no,39,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,washington,0,2200,no,83,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,kansas,0,0,no,51,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2007,maryland,135000,0,no,33,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,california,999999,0,no,15,male,never married/single,other asian or pacific islander,not hispanic,n/a,"yes, in school"
2007,colorado,24300,0,no,57,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,georgia,0,0,no,59,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2007,pennsylvania,0,0,no,84,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,washington,71000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,california,999999,0,no,7,female,never married/single,chinese,not hispanic,n/a,"yes, in school"
2007,texas,38000,0,no,43,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,pennsylvania,38000,0,no,52,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2007,california,32000,1150,no,27,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2007,georgia,0,0,no,17,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2007,west virginia,999999,0,no,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2007,iowa,0,0,no,47,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2007,indiana,1500,0,no,57,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,virginia,15000,0,no,34,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,nevada,14000,610,no,20,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2007,texas,45000,0,no,48,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2007,pennsylvania,0,0,no,61,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,california,47000,0,no,30,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2007,ohio,0,0,no,66,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,north carolina,999999,0,no,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2007,florida,80000,0,no,60,male,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2007,michigan,3000,0,no,60,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2007,washington,12000,0,no,18,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2007,alabama,21000,0,no,33,female,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2007,louisiana,0,0,no,53,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,arizona,0,0,no,79,male,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,0,0,no,71,female,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2008,georgia,46000,1710,no,54,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,montana,0,0,no,36,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2008,georgia,0,0,no,76,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2008,maryland,25000,700,no,53,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,texas,52000,0,no,40,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2008,florida,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,missouri,0,0,no,80,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,60000,0,no,26,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,pennsylvania,32000,380,no,29,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,iowa,30000,0,no,46,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,washington,20000,0,no,23,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,georgia,45000,0,no,46,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,arizona,82000,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,illinois,80000,0,no,36,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,9200,0,no,42,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,ohio,999999,0,no,8,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,florida,10000,0,no,62,female,"married, spouse present",white,cuban,"yes, in the labor force","no, not in school"
2008,indiana,999999,0,no,6,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,north carolina,42000,0,no,62,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,south carolina,28000,0,no,40,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,ohio,25000,0,no,52,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,wisconsin,35000,0,no,54,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,iowa,19300,0,yes,27,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,tennessee,0,0,no,60,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,california,0,0,no,60,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2008,connecticut,15000,0,no,46,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,florida,999999,0,no,2,female,never married/single,white,not hispanic,n/a,n/a
2008,florida,28000,0,no,49,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,28800,0,no,57,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,florida,999999,0,no,7,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,wisconsin,30000,0,no,36,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,louisiana,0,0,no,70,male,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2008,new york,22000,747,no,26,male,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","yes, in school"
2008,texas,0,730,yes,39,female,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2008,colorado,150000,0,no,42,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,south carolina,999999,0,no,9,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,wisconsin,0,0,no,81,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,washington,50000,0,no,29,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new jersey,1200,0,no,17,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2008,illinois,999999,0,no,0,male,never married/single,white,not hispanic,n/a,n/a
2008,north carolina,999999,1020,no,5,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,louisiana,6300,0,no,21,male,never married/single,"other race, nec",mexican,"yes, in the labor force","no, not in school"
2008,new york,80,0,yes,56,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2008,south carolina,999999,773,yes,4,male,never married/single,white,not hispanic,n/a,"no, not in school"
2008,pennsylvania,44500,0,no,65,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,48000,0,no,37,female,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2008,florida,0,0,no,78,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,new york,0,0,no,81,female,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,70000,0,no,56,female,"married, spouse present",two major races,not hispanic,"yes, in the labor force","no, not in school"
2008,washington,10000,800,no,23,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2008,arizona,407000,0,no,56,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,arizona,0,0,no,85,male,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,colorado,999999,0,no,3,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,indiana,36400,0,no,32,male,"married, spouse present",two major races,not hispanic,"yes, in the labor force","no, not in school"
2008,california,230000,0,no,36,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new york,0,0,no,90 (90+ in 1980 and 1990),male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2008,georgia,5000,1020,yes,37,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,kentucky,0,0,no,46,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,florida,0,0,no,76,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,illinois,9000,1160,no,47,female,divorced,"other race, nec",mexican,"yes, in the labor force","no, not in school"
2008,california,0,0,no,76,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,98000,0,no,51,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,illinois,999999,0,no,5,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,arizona,29000,0,no,47,male,divorced,american indian or alaska native,not hispanic,"yes, in the labor force","no, not in school"
2008,california,56000,2579,no,38,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,wisconsin,0,0,no,79,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,new york,0,1480,no,17,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2008,new jersey,999999,1070,no,4,male,never married/single,white,not hispanic,n/a,"no, not in school"
2008,washington,160000,1100,no,40,male,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2008,connecticut,45000,0,no,34,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,washington,392000,0,no,41,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,alabama,999999,0,no,8,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,new jersey,95000,1943,no,33,female,"married, spouse absent",chinese,not hispanic,"yes, in the labor force","no, not in school"
2008,wisconsin,32500,0,no,56,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,washington,0,0,no,88,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,california,64000,0,no,38,male,"married, spouse present",other asian or pacific islander,mexican,"yes, in the labor force","no, not in school"
2008,california,999999,915,yes,10,female,never married/single,white,mexican,n/a,"yes, in school"
2008,new mexico,15000,602,no,22,female,never married/single,white,mexican,"yes, in the labor force","no, not in school"
2008,nevada,0,945,no,72,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,georgia,42000,0,no,27,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,iowa,52000,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,0,1000,no,70,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,ohio,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,massachusetts,3000,0,no,37,female,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2008,california,72000,0,no,53,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,29000,0,no,41,female,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2008,texas,0,602,no,56,male,never married/single,"other race, nec",mexican,"yes, in the labor force","no, not in school"
2008,kentucky,0,1103,no,38,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,oregon,5000,0,no,34,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,kentucky,27500,350,no,45,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2008,north carolina,39000,0,no,57,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2008,kansas,999999,0,no,14,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,north carolina,26000,0,no,49,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,oklahoma,999999,654,no,15,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,ohio,44000,0,no,45,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new jersey,78000,0,no,29,male,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2008,oklahoma,999999,0,no,7,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,georgia,999999,1033,no,9,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,texas,80000,0,no,29,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,ohio,70000,0,no,24,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,colorado,5000,800,no,22,male,"married, spouse absent",two major races,not hispanic,"yes, in the labor force","yes, in school"
2008,new york,0,0,no,59,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,north carolina,28000,0,no,50,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,north carolina,999999,0,no,4,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,texas,999999,0,no,15,female,never married/single,american indian or alaska native,not hispanic,n/a,"yes, in school"
2008,kentucky,0,0,no,51,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,north carolina,0,0,no,66,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,35000,0,no,53,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2008,louisiana,24900,0,no,62,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,california,0,1280,no,30,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,california,999999,1290,no,1,male,never married/single,white,mexican,n/a,n/a
2008,alabama,0,0,no,17,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2008,tennessee,0,0,no,29,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,pennsylvania,0,0,no,65,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,wisconsin,999999,0,no,13,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,texas,30000,648,yes,56,female,never married/single,white,mexican,"no, not in the labor force","no, not in school"
2008,pennsylvania,45000,0,no,37,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,pennsylvania,107000,0,no,41,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,pennsylvania,0,0,no,72,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,oregon,999999,600,yes,1,male,never married/single,other asian or pacific islander,not hispanic,n/a,n/a
2008,arizona,50000,0,no,25,male,"married, spouse present",two major races,not hispanic,"yes, in the labor force","yes, in school"
2008,idaho,999999,0,no,6,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,alabama,24000,0,no,20,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,texas,999999,870,yes,15,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,new hampshire,69000,0,no,58,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,maryland,999999,353,no,10,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,new jersey,5000,0,no,69,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new jersey,4000,0,no,38,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,1500,2040,no,22,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2008,texas,0,0,no,21,female,never married/single,white,mexican,"no, not in the labor force","yes, in school"
2008,massachusetts,0,0,no,84,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,colorado,999999,0,yes,4,female,never married/single,white,mexican,n/a,"no, not in school"
2008,washington,0,0,no,48,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,ohio,999999,0,no,5,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,texas,0,0,yes,57,male,"married, spouse present",black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2008,wisconsin,999999,0,no,12,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,california,0,0,no,40,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,utah,150,0,no,16,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2008,new jersey,0,0,no,36,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,california,999999,0,no,10,male,never married/single,chinese,not hispanic,n/a,"yes, in school"
2008,massachusetts,0,0,no,59,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,massachusetts,0,0,no,75,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,missouri,450,1200,no,27,female,"married, spouse present",other asian or pacific islander,not hispanic,"no, not in the labor force","yes, in school"
2008,new york,0,0,no,80,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,illinois,50000,0,no,26,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,texas,999999,636,yes,12,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,florida,0,0,no,85,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,4100,923,yes,27,female,never married/single,white,mexican,"yes, in the labor force","no, not in school"
2008,idaho,999999,0,no,10,male,never married/single,white,not hispanic,n/a,"yes, in school"
2008,louisiana,60000,0,no,40,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,arizona,32000,0,no,42,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,south carolina,0,0,no,17,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2008,new york,1000,1032,yes,28,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,tennessee,61000,0,no,46,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,wisconsin,999999,0,no,10,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,new york,22000,1140,no,40,female,"married, spouse present","other race, nec",other,"yes, in the labor force","no, not in school"
2008,north carolina,6000,0,yes,25,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2008,michigan,0,500,no,78,female,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,0,0,no,92,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,arkansas,0,0,no,93,male,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,arkansas,50000,0,no,49,male,"married, spouse present",two major races,not hispanic,"yes, in the labor force","no, not in school"
2008,illinois,30000,0,no,23,male,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2008,new york,597000,0,no,60,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,florida,15000,0,no,34,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,california,0,0,no,51,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,washington,300,0,no,18,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,pennsylvania,36000,0,no,44,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,alabama,5000,0,no,27,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,virginia,0,0,no,21,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2008,wisconsin,8800,0,no,21,female,"married, spouse absent",white,mexican,"yes, in the labor force","yes, in school"
2008,georgia,18600,670,yes,22,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new mexico,54000,0,no,34,male,"married, spouse present","other race, nec",mexican,"yes, in the labor force","no, not in school"
2008,vermont,18000,0,no,28,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,maryland,12000,0,no,23,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,missouri,0,548,no,88,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2008,mississippi,999999,0,no,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,new york,45000,0,no,29,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2008,illinois,0,0,no,66,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,texas,999999,0,no,5,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2008,louisiana,14000,0,no,65,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2008,georgia,999999,0,no,4,female,never married/single,white,not hispanic,n/a,"no, not in school"
2008,south carolina,65000,0,no,48,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2008,new york,13200,0,no,22,female,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","yes, in school"
2008,north carolina,999999,0,no,4,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,wisconsin,8700,910,no,34,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2008,florida,20000,820,no,21,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2008,connecticut,999999,0,no,5,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,virginia,0,0,no,67,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2008,mississippi,999999,545,yes,0,male,never married/single,black/african american/negro,not hispanic,n/a,n/a
2008,kentucky,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2008,connecticut,999999,0,no,0,female,never married/single,white,not hispanic,n/a,n/a
2008,california,0,2482,no,31,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
